date-time,CurrencyPair,Time Frame,spread,high,open,close,low,volume,cp-stddev,rsi,MovingAvg5,MovingAvg14,MovingAvg30,MovingAvg60,MovingAvg120,MovingAvg240,MovingAvg500,ORDER
2025.06.11 00:47,USDJPY,1 Minutes,66,144.837,144.833,144.833,144.833,14,0.00495506,48.56877859,144.83582245,144.83405389,144.84191516,144.85952354,144.87467959,144.85144291,144.78647668,NOTRADE
2025.06.11 00:47,USDJPY,1 Minutes,66,144.837,144.833,144.833,144.833,14,0.00495506,48.56877859,144.83582245,144.83405389,144.84191516,144.85952354,144.87467959,144.85144291,144.78647668,NOTRADE
2025.06.11 00:48,USDJPY,1 Minutes,67,144.836,144.836,144.834,144.833,8,0.00477593,48.71317279,144.83545796,144.83405004,144.84165132,144.85909815,144.8743406,144.85137023,144.78657172,NOTRADE
2025.06.11 00:48,USDJPY,1 Minutes,66,144.836,144.836,144.834,144.833,8,0.00477593,48.71317279,144.83545796,144.83405004,144.84165132,144.85909815,144.8743406,144.85137023,144.78657172,NOTRADE
2025.06.11 00:48,USDJPY,1 Minutes,67,144.836,144.836,144.834,144.833,8,0.00477593,48.71317279,144.83545796,144.83405004,144.84165132,144.85909815,144.8743406,144.85137023,144.78657172,NOTRADE
2025.06.11 00:48,USDJPY,1 Minutes,64,144.836,144.836,144.834,144.833,8,0.00477593,48.71317279,144.83545796,144.83405004,144.84165132,144.85909815,144.8743406,144.85137023,144.78657172,NOTRADE
2025.06.11 00:48,USDJPY,1 Minutes,66,144.836,144.836,144.834,144.833,8,0.00477593,48.71317279,144.83545796,144.83405004,144.84165132,144.85909815,144.8743406,144.85137023,144.78657172,NOTRADE
2025.06.11 00:49,USDJPY,1 Minutes,67,144.837,144.835,144.837,144.834,5,0.00443839,49.89481199,144.83576637,144.83426075,144.84149628,144.85872985,144.87402942,144.85131035,144.78667258,NOTRADE
2025.06.11 00:49,USDJPY,1 Minutes,66,144.837,144.835,144.837,144.834,5,0.00443839,49.89481199,144.83576637,144.83426075,144.84149628,144.85872985,144.87402942,144.85131035,144.78667258,NOTRADE
2025.06.11 00:49,USDJPY,1 Minutes,67,144.837,144.835,144.837,144.834,5,0.00443839,49.89481199,144.83576637,144.83426075,144.84149628,144.85872985,144.87402942,144.85131035,144.78667258,NOTRADE
2025.06.11 00:49,USDJPY,1 Minutes,66,144.837,144.835,144.837,144.834,5,0.00443839,49.89481199,144.83576637,144.83426075,144.84149628,144.85872985,144.87402942,144.85131035,144.78667258,NOTRADE
2025.06.11 00:50,USDJPY,1 Minutes,66,144.837,144.837,144.837,144.837,4,0.00420218,50.34527609,144.83601309,144.83445641,144.8413464,144.85836768,144.87372084,144.85125073,144.78677323,NOTRADE
2025.06.11 00:50,USDJPY,1 Minutes,66,144.837,144.837,144.837,144.837,4,0.00420218,50.34527609,144.83601309,144.83445641,144.8413464,144.85836768,144.87372084,144.85125073,144.78677323,NOTRADE
2025.06.11 00:52,USDJPY,1 Minutes,67,144.838,144.838,144.837,144.837,2,0.00416229,50.50103099,144.83621047,144.8346381,144.84120152,144.85801156,144.87341484,144.85119135,144.78687369,NOTRADE
2025.06.11 00:52,USDJPY,1 Minutes,66,144.838,144.838,144.837,144.837,2,0.00416229,50.50103099,144.83621047,144.8346381,144.84120152,144.85801156,144.87341484,144.85119135,144.78687369,NOTRADE
2025.06.11 00:53,USDJPY,1 Minutes,99,144.837,144.837,144.837,144.837,2,0.00406603,50.33524698,144.83636838,144.83480681,144.84106147,144.85766136,144.87311138,144.85113222,144.78697394,NOTRADE
2025.06.11 00:53,USDJPY,1 Minutes,104,144.837,144.837,144.837,144.837,2,0.00406603,50.33524698,144.83636838,144.83480681,144.84106147,144.85766136,144.87311138,144.85113222,144.78697394,NOTRADE
2025.06.11 00:53,USDJPY,1 Minutes,142,144.837,144.837,144.837,144.837,2,0.00406603,50.33524698,144.83636838,144.83480681,144.84106147,144.85766136,144.87311138,144.85113222,144.78697394,NOTRADE
2025.06.11 00:53,USDJPY,1 Minutes,126,144.837,144.837,144.837,144.837,2,0.00406603,50.33524698,144.83636838,144.83480681,144.84106147,144.85766136,144.87311138,144.85113222,144.78697394,NOTRADE
2025.06.11 00:53,USDJPY,1 Minutes,132,144.837,144.837,144.837,144.837,2,0.00406603,50.33524698,144.83636838,144.83480681,144.84106147,144.85766136,144.87311138,144.85113222,144.78697394,NOTRADE
2025.06.11 00:53,USDJPY,1 Minutes,127,144.837,144.837,144.837,144.837,2,0.00406603,50.33524698,144.83636838,144.83480681,144.84106147,144.85766136,144.87311138,144.85113222,144.78697394,NOTRADE
2025.06.11 00:53,USDJPY,1 Minutes,83,144.837,144.837,144.837,144.837,2,0.00406603,50.33524698,144.83636838,144.83480681,144.84106147,144.85766136,144.87311138,144.85113222,144.78697394,NOTRADE
2025.06.11 00:53,USDJPY,1 Minutes,80,144.837,144.837,144.837,144.837,2,0.00406603,50.33524698,144.83636838,144.83480681,144.84106147,144.85766136,144.87311138,144.85113222,144.78697394,NOTRADE
