date-time,CurrencyPair,Time Frame,spread,high,open,close,low,volume,cp-stddev,rsi,MovingAvg5,MovingAvg14,MovingAvg30,MovingAvg60,MovingAvg120,MovingAvg240,MovingAvg500,ORDER
2025.06.16 20:49,USDJPY,1 Minutes,7.00000000,144.39900000,144.39900000,144.38500000,144.38500000,46.00000000,0.03497931,66.92193754,144.39249146,144.36010003,144.30678709,144.23593569,144.15853762,144.12651149,144.13381094,BUY
2025.06.16 20:49,USDJPY,1 Minutes,11.00000000,144.39900000,144.39900000,144.38500000,144.38500000,46.00000000,0.03497931,66.92193754,144.39249146,144.36010003,144.30678709,144.23593569,144.15853762,144.12651149,144.13381094,BUY
2025.06.16 20:49,USDJPY,1 Minutes,11.00000000,144.39900000,144.39900000,144.38500000,144.38500000,46.00000000,0.03497931,66.92193754,144.39249146,144.36010003,144.30678709,144.23593569,144.15853762,144.12651149,144.13381094,BUY
2025.06.16 20:49,USDJPY,1 Minutes,11.00000000,144.39900000,144.39900000,144.38500000,144.38500000,46.00000000,0.03497931,66.92193754,144.39249146,144.36010003,144.30678709,144.23593569,144.15853762,144.12651149,144.13381094,BUY
2025.06.16 20:49,USDJPY,1 Minutes,11.00000000,144.39900000,144.39900000,144.38500000,144.38500000,46.00000000,0.03497931,66.92193754,144.39249146,144.36010003,144.30678709,144.23593569,144.15853762,144.12651149,144.13381094,BUY
2025.06.16 20:49,USDJPY,1 Minutes,10.00000000,144.39900000,144.39900000,144.38500000,144.38500000,46.00000000,0.03497931,66.92193754,144.39249146,144.36010003,144.30678709,144.23593569,144.15853762,144.12651149,144.13381094,BUY
2025.06.16 20:49,USDJPY,1 Minutes,11.00000000,144.39900000,144.39900000,144.38500000,144.38500000,46.00000000,0.03497931,66.92193754,144.39249146,144.36010003,144.30678709,144.23593569,144.15853762,144.12651149,144.13381094,BUY
2025.06.16 20:49,USDJPY,1 Minutes,7.00000000,144.39900000,144.39900000,144.38500000,144.38500000,46.00000000,0.03497931,66.92193754,144.39249146,144.36010003,144.30678709,144.23593569,144.15853762,144.12651149,144.13381094,BUY
2025.06.16 20:49,USDJPY,1 Minutes,10.00000000,144.39900000,144.39900000,144.38500000,144.38500000,46.00000000,0.03497931,66.92193754,144.39249146,144.36010003,144.30678709,144.23593569,144.15853762,144.12651149,144.13381094,BUY
2025.06.16 20:49,USDJPY,1 Minutes,11.00000000,144.39900000,144.39900000,144.38500000,144.38500000,46.00000000,0.03497931,66.92193754,144.39249146,144.36010003,144.30678709,144.23593569,144.15853762,144.12651149,144.13381094,BUY
2025.06.16 20:49,USDJPY,1 Minutes,7.00000000,144.39900000,144.39900000,144.38500000,144.38500000,46.00000000,0.03497931,66.92193754,144.39249146,144.36010003,144.30678709,144.23593569,144.15853762,144.12651149,144.13381094,BUY
