date-time,spread,high,open,close,low,volume,cp-stddev,rsi,MovingAvg5,MovingAvg14,MovingAvg30,MovingAvg60,MovingAvg120,MovingAvg240,MovingAvg500,ORDER
2025.06.03 20:36,2.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:36,1.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:36,5.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:36,1.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:36,2.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:36,1.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:36,5.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:36,1.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:36,0.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:36,1.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:36,0.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:36,2.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:36,3.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:36,3.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:36,3.00000000,143.88400000,143.87400000,143.88300000,143.87200000,102.00000000,0.03872234,34.72734529,143.89290238,143.92095214,143.94524059,143.92927179,143.81401138,143.58666903,143.32988366,SELL
2025.06.03 20:37,5.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,3.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,3.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,3.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,2.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,5.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,2.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,3.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,5.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,3.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,1.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,5.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,5.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,2.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,5.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,1.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,2.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,5.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,5.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,5.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,3.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,3.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,1.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,3.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,1.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,2.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,6.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,2.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,6.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,5.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,3.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,2.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,2.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,3.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,6.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,7.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,2.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,2.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,2.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,2.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:37,0.00000000,143.89800000,143.88000000,143.88500000,143.87600000,110.00000000,0.03474276,36.62338351,143.89132190,143.91838413,143.94323258,143.92853393,143.81460295,143.58791207,143.33099389,SELL
2025.06.03 20:38,2.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,0.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,1.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,2.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,0.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,2.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,1.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,0.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,0.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,2.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,1.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,1.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,0.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,0.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,0.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,5.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,1.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,3.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,1.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,3.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,0.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
2025.06.03 20:38,3.00000000,143.88700000,143.88500000,143.86900000,143.86300000,89.00000000,0.02661817,33.98488833,143.88685752,143.91485669,143.94075816,143.92754169,143.81505626,143.58908327,143.33206990,SELL
